"","centroid","annotations","protein"
"395","centroid_1030","   01002 Peptidases and inhibitors [BR:kpu01002]","clpP"
"396","centroid_1030","   3.4.21  Serine endopeptidases","clpP"
"397","centroid_1030","  09181 Protein families: metabolism","clpP"
"398","centroid_1030","  3.4  Acting on peptide bonds (peptidases)","clpP"
"399","centroid_1030"," 09180 Brite Hierarchies","clpP"
"400","centroid_1030"," 3. Hydrolases","clpP"
"401","centroid_1031","   03110 Chaperones and folding catalysts [BR:kpu03110]","clpX"
"402","centroid_1031","  09182 Protein families: genetic information processing","clpX"
"403","centroid_1031"," 09180 Brite Hierarchies","clpX"
"404","centroid_1032","    3.4.21.53  endopeptidase La","lon"
"405","centroid_1032","   01002 Peptidases and inhibitors [BR:kpu01002]","lon"
"406","centroid_1032","   3.4.21  Serine endopeptidases","lon"
"407","centroid_1032","  09181 Protein families: metabolism","lon"
"408","centroid_1032","  3.4  Acting on peptide bonds (peptidases)","lon"
"409","centroid_1032"," 09180 Brite Hierarchies","lon"
"410","centroid_1032"," 3. Hydrolases","lon"
"411","centroid_1033","   03032 DNA replication proteins [BR:kpu03032]","hupB"
"412","centroid_1033","   03036 Chromosome and associated proteins [BR:kpu03036]","hupB"
"413","centroid_1033","   03400 DNA repair and recombination proteins [BR:kpu03400]","hupB"
"414","centroid_1033","  09182 Protein families: genetic information processing","hupB"
"415","centroid_1033"," 09180 Brite Hierarchies","hupB"
"416","centroid_1034","    5.2.1.8  peptidylprolyl isomerase","ppiD"
"417","centroid_1034","   03110 Chaperones and folding catalysts [BR:kpu03110]","ppiD"
"418","centroid_1034","   5.2.1  cis-trans Isomerases (only sub-subclass identified to date)","ppiD"
"419","centroid_1034","  09182 Protein families: genetic information processing","ppiD"
"420","centroid_1034","  5.2  cis-trans-Isomerases","ppiD"
"421","centroid_1034"," 09180 Brite Hierarchies","ppiD"
"422","centroid_1034"," 5. Isomerases","ppiD"
"423","centroid_1035","   02044 Secretion system [BR:kpu02044]","(GenBank) hypothetical protein"
"424","centroid_1035","  09183 Protein families: signaling and cellular processes","(GenBank) hypothetical protein"
"425","centroid_1035"," 09180 Brite Hierarchies","(GenBank) hypothetical protein"
"426","centroid_1036","    3.1.2.-","(GenBank) hypothetical protein"
"427","centroid_1036","   01004 Lipid biosynthesis proteins [BR:kpu01004]","(GenBank) hypothetical protein"
"428","centroid_1036","   3.1.2  Thioester hydrolases","(GenBank) hypothetical protein"
"429","centroid_1036","  09181 Protein families: metabolism","(GenBank) hypothetical protein"
"430","centroid_1036","  3.1  Acting on ester bonds","(GenBank) hypothetical protein"
"431","centroid_1036"," 09180 Brite Hierarchies","(GenBank) hypothetical protein"
"432","centroid_1036"," 3. Hydrolases","(GenBank) hypothetical protein"
"433","centroid_1037","    6.3.4.20  7-cyano-7-deazaguanine synthase","ybaX"
"434","centroid_1037","   00790 Folate biosynthesis","ybaX"
"435","centroid_1037","   03016 Transfer RNA biogenesis [BR:kpu03016]","ybaX"
"436","centroid_1037","   6.3.4  Other carbon-nitrogen ligases","ybaX"
"437","centroid_1037","  09108 Metabolism of cofactors and vitamins","ybaX"
"438","centroid_1037","  09182 Protein families: genetic information processing","ybaX"
"439","centroid_1037","  6.3  Forming carbon-nitrogen bonds","ybaX"
"440","centroid_1037"," 09100 Metabolism","ybaX"
"441","centroid_1037"," 09180 Brite Hierarchies","ybaX"
"442","centroid_1037"," 6. Ligases","ybaX"
"443","centroid_1039","    3.6.1.-","cof"
"444","centroid_1039","   3.6.1  In phosphorus-containing anhydrides","cof"
"445","centroid_1039","   99980 Enzymes with EC numbers","cof"
"446","centroid_1039","  09191 Unclassified: metabolism","cof"
"447","centroid_1039","  3.6  Acting on acid anhydrides","cof"
"448","centroid_1039"," 09190 Not Included in Pathway or Brite","cof"
"449","centroid_1039"," 3. Hydrolases","cof"
"450","centroid_104","   02000 Transporters [BR:kpu02000]","btuB"
"451","centroid_104","  09183 Protein families: signaling and cellular processes","btuB"
"452","centroid_104"," 09180 Brite Hierarchies","btuB"
"453","centroid_1040","    2.5.1.47  cysteine synthase","(GenBank) putative cysteine synthase/cystathionine beta-synthase"
"454","centroid_1040","   00270 Cysteine and methionine metabolism","(GenBank) putative cysteine synthase/cystathionine beta-synthase"
"455","centroid_1040","   00920 Sulfur metabolism","(GenBank) putative cysteine synthase/cystathionine beta-synthase"
"456","centroid_1040","   2.5.1  Transferring alkyl or aryl groups, other than methyl groups (only sub-subclass identified to date)","(GenBank) putative cysteine synthase/cystathionine beta-synthase"
"457","centroid_1040","  09102 Energy metabolism","(GenBank) putative cysteine synthase/cystathionine beta-synthase"
"458","centroid_1040","  09105 Amino acid metabolism","(GenBank) putative cysteine synthase/cystathionine beta-synthase"
"459","centroid_1040","  2.5  Transferring alkyl or aryl groups, other than methyl groups","(GenBank) putative cysteine synthase/cystathionine beta-synthase"
"460","centroid_1040"," 09100 Metabolism","(GenBank) putative cysteine synthase/cystathionine beta-synthase"
"461","centroid_1040"," 2. Transferases","(GenBank) putative cysteine synthase/cystathionine beta-synthase"
"462","centroid_10429","   03000 Transcription factors [BR:kpn03000]","acrR"
"463","centroid_10429","  09182 Protein families: genetic information processing","acrR"
"464","centroid_10429"," 09180 Brite Hierarchies","acrR"
"465","centroid_1048","   99976 Replication and repair","ybaZ"
"466","centroid_1048","  09192 Unclassified: genetic information processing","ybaZ"
"467","centroid_1048"," 09190 Not Included in Pathway or Brite","ybaZ"
"468","centroid_105","    5.1.1.3  glutamate racemase","(GenBank) glutamate racemase"
"469","centroid_105","   00471 D-Glutamine and D-glutamate metabolism","(GenBank) glutamate racemase"
"470","centroid_105","   01011 Peptidoglycan biosynthesis and degradation proteins [BR:kpu01011]","(GenBank) glutamate racemase"
"471","centroid_105","   5.1.1  Acting on amino acids and derivatives","(GenBank) glutamate racemase"
"472","centroid_105","  09106 Metabolism of other amino acids","(GenBank) glutamate racemase"
"473","centroid_105","  09181 Protein families: metabolism","(GenBank) glutamate racemase"
"474","centroid_105","  5.1  Racemases and epimerases","(GenBank) glutamate racemase"
"475","centroid_105"," 09100 Metabolism","(GenBank) glutamate racemase"
"476","centroid_105"," 09180 Brite Hierarchies","(GenBank) glutamate racemase"
"477","centroid_105"," 5. Isomerases","(GenBank) glutamate racemase"
"478","centroid_1054","   02000 Transporters [BR:kpu02000]","(GenBank) hypothetical protein"
"479","centroid_1054","  09183 Protein families: signaling and cellular processes","(GenBank) hypothetical protein"
"480","centroid_1054"," 09180 Brite Hierarchies","(GenBank) hypothetical protein"
"481","centroid_1055","   03000 Transcription factors [BR:kpu03000]","(GenBank) hypothetical protein"
"482","centroid_1055","  09182 Protein families: genetic information processing","(GenBank) hypothetical protein"
"483","centroid_1055"," 09180 Brite Hierarchies","(GenBank) hypothetical protein"
"484","centroid_10556","   02000 Transporters [BR:kpn02000]","(GenBank) putative binding-protein-dependent transport systems inner membrane component"
"485","centroid_10556","  09183 Protein families: signaling and cellular processes","(GenBank) putative binding-protein-dependent transport systems inner membrane component"
"486","centroid_10556"," 09180 Brite Hierarchies","(GenBank) putative binding-protein-dependent transport systems inner membrane component"
"487","centroid_10557","    7.4.2.1  ABC-type polar-amino-acid transporter","(GenBank) putative ABC transporter"
"488","centroid_10557","   02000 Transporters [BR:kpn02000]","(GenBank) putative ABC transporter"
"489","centroid_10557","   7.4.2  Linked to the hydrolysis of a nucleoside triphosphate","(GenBank) putative ABC transporter"
"490","centroid_10557","  09183 Protein families: signaling and cellular processes","(GenBank) putative ABC transporter"
"491","centroid_10557","  7.4  Catalysing the translocation of amino acids and peptides","(GenBank) putative ABC transporter"
"492","centroid_10557"," 09180 Brite Hierarchies","(GenBank) putative ABC transporter"
"493","centroid_10557"," 7. Translocases","(GenBank) putative ABC transporter"
"494","centroid_1057","    3.6.3.-","(GenBank) putative transport ATP-binding protein"
"495","centroid_1057","   02000 Transporters [BR:kpu02000]","(GenBank) putative transport ATP-binding protein"
"496","centroid_1057","   02010 ABC transporters","(GenBank) putative transport ATP-binding protein"
"497","centroid_1057","   3.6.3  Catalysing transmembrane movement of substances","(GenBank) putative transport ATP-binding protein"
"498","centroid_1057","  09131 Membrane transport","(GenBank) putative transport ATP-binding protein"
"499","centroid_1057","  09183 Protein families: signaling and cellular processes","(GenBank) putative transport ATP-binding protein"
"500","centroid_1057","  3.6  Acting on acid anhydrides","(GenBank) putative transport ATP-binding protein"
"501","centroid_1057"," 09130 Environmental Information Processing","(GenBank) putative transport ATP-binding protein"
"502","centroid_1057"," 09180 Brite Hierarchies","(GenBank) putative transport ATP-binding protein"
"503","centroid_1057"," 3. Hydrolases","(GenBank) putative transport ATP-binding protein"
"504","centroid_1059","   02000 Transporters [BR:kpu02000]","(GenBank) periplasmic maltose-binding protein"
"505","centroid_1059","   02010 ABC transporters","(GenBank) periplasmic maltose-binding protein"
"506","centroid_1059","  09131 Membrane transport","(GenBank) periplasmic maltose-binding protein"
"507","centroid_1059","  09183 Protein families: signaling and cellular processes","(GenBank) periplasmic maltose-binding protein"
"508","centroid_1059"," 09130 Environmental Information Processing","(GenBank) periplasmic maltose-binding protein"
"509","centroid_1059"," 09180 Brite Hierarchies","(GenBank) periplasmic maltose-binding protein"
"510","centroid_106","   03000 Transcription factors [BR:kpu03000]","(GenBank) putative LysR-family transcriptional regulator"
"511","centroid_106","  09182 Protein families: genetic information processing","(GenBank) putative LysR-family transcriptional regulator"
"512","centroid_106"," 09180 Brite Hierarchies","(GenBank) putative LysR-family transcriptional regulator"
"513","centroid_1060","   02000 Transporters [BR:kpu02000]","yvfL"
"514","centroid_1060","   02010 ABC transporters","yvfL"
"515","centroid_1060","  09131 Membrane transport","yvfL"
"516","centroid_1060","  09183 Protein families: signaling and cellular processes","yvfL"
"517","centroid_1060"," 09130 Environmental Information Processing","yvfL"
"518","centroid_1060"," 09180 Brite Hierarchies","yvfL"
"519","centroid_1061","   02000 Transporters [BR:kpu02000]","(GenBank) putative binding-protein-dependent transport systems inner membrane component"
"520","centroid_1061","   02010 ABC transporters","(GenBank) putative binding-protein-dependent transport systems inner membrane component"
"521","centroid_1061","  09131 Membrane transport","(GenBank) putative binding-protein-dependent transport systems inner membrane component"
"522","centroid_1061","  09183 Protein families: signaling and cellular processes","(GenBank) putative binding-protein-dependent transport systems inner membrane component"
"523","centroid_1061"," 09130 Environmental Information Processing","(GenBank) putative binding-protein-dependent transport systems inner membrane component"
"524","centroid_1061"," 09180 Brite Hierarchies","(GenBank) putative binding-protein-dependent transport systems inner membrane component"
"525","centroid_1063","    3.2.1.23  beta-galactosidase","(GenBank) putative glycoside hydrolase"
"526","centroid_1063","   00052 Galactose metabolism","(GenBank) putative glycoside hydrolase"
"527","centroid_1063","   3.2.1  Glycosidases, i.e. enzymes that hydrolyse O- and S-glycosyl compounds","(GenBank) putative glycoside hydrolase"
"528","centroid_1063","  09101 Carbohydrate metabolism","(GenBank) putative glycoside hydrolase"
"529","centroid_1063","  3.2  Glycosylases","(GenBank) putative glycoside hydrolase"
"530","centroid_1063"," 09100 Metabolism","(GenBank) putative glycoside hydrolase"
"531","centroid_1063"," 3. Hydrolases","(GenBank) putative glycoside hydrolase"
"532","centroid_1064","    2.7.1.199  protein-Npi-phosphohistidine---D-glucose phosphotransferase","ptsG"
"533","centroid_1064","   02000 Transporters [BR:kpu02000]","ptsG"
"534","centroid_1064","   2.7.1  Phosphotransferases with an alcohol group as acceptor","ptsG"
"535","centroid_1064","  09183 Protein families: signaling and cellular processes","ptsG"
"536","centroid_1064","  2.7  Transferring phosphorus-containing groups","ptsG"
"537","centroid_1064"," 09180 Brite Hierarchies","ptsG"
"538","centroid_1064"," 2. Transferases","ptsG"
"539","centroid_1065","   02000 Transporters [BR:kpu02000]","(GenBank) maltoporin precursor"
"540","centroid_1065","  09183 Protein families: signaling and cellular processes","(GenBank) maltoporin precursor"
"541","centroid_1065"," 09180 Brite Hierarchies","(GenBank) maltoporin precursor"
"542","centroid_1067","   03010 Ribosome","rpmE2"
"543","centroid_1067","   03011 Ribosome [BR:kpu03011]","rpmE2"
"544","centroid_1067","  09122 Translation","rpmE2"
"545","centroid_1067","  09182 Protein families: genetic information processing","rpmE2"
"546","centroid_1067"," 09120 Genetic Information Processing","rpmE2"
"547","centroid_1067"," 09180 Brite Hierarchies","rpmE2"
"548","centroid_1067","(GenBank) putative 50S ribosomal protein L31","rpmE2"
"549","centroid_1068","   03010 Ribosome","rpmJ2"
"550","centroid_1068","   03011 Ribosome [BR:kpu03011]","rpmJ2"
"551","centroid_1068","  09122 Translation","rpmJ2"
"552","centroid_1068","  09182 Protein families: genetic information processing","rpmJ2"
"553","centroid_1068"," 09120 Genetic Information Processing","rpmJ2"
"554","centroid_1068"," 09180 Brite Hierarchies","rpmJ2"
"555","centroid_1068","(GenBank) putative 50S ribosomal protein L36","rpmJ2"
"556","centroid_107","   99997 Function unknown","yifE"
"557","centroid_107","  09194 Poorly characterized","yifE"
"558","centroid_107"," 09190 Not Included in Pathway or Brite","yifE"
"559","centroid_1070","   03000 Transcription factors [BR:kpu03000]","(GenBank) putative GntR-family bacterial regulatory protein"
"560","centroid_1070","  09182 Protein families: genetic information processing","(GenBank) putative GntR-family bacterial regulatory protein"
"561","centroid_1070"," 09180 Brite Hierarchies","(GenBank) putative GntR-family bacterial regulatory protein"
"562","centroid_1072","    2.3.1.79  maltose O-acetyltransferase","maa"
"563","centroid_1072","   2.3.1  Transferring groups other than aminoacyl groups","maa"
"564","centroid_1072","   99980 Enzymes with EC numbers","maa"
